strategy,TSLA,BND,SPY,annual_return,annual_volatility,sharpe_ratio
max_sharpe,0.02767,0.56286,0.40947,0.07520680263107343,1.4282971100331459,0.052654872787166906
min_vol,0.0,0.94261,0.05739,0.024869493253384965,0.8095114839019563,0.030721606484827864
equal_weight,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1607604564030078,3.885282742023964,0.041376771544627065
