Date,forecast
2024-01-02,255.5889279898894
2024-01-03,255.25883790377196
2024-01-04,255.481694494957
2024-01-05,255.33123538599443
2024-01-08,255.4328161530224
2024-01-09,255.3642350461613
2024-01-10,255.41053680540082
2024-01-11,255.37927669592176
2024-01-12,255.40038160555574
2024-01-16,255.3861328643299
2024-01-17,255.39575274093878
2024-01-18,255.3892579899637
2024-01-19,255.39364284768521
2024-01-22,255.39068246054927
2024-01-23,255.3926811324678
2024-01-24,255.39133175170966
2024-01-25,255.3922427708787
2024-01-26,255.39162770658245
2024-01-29,255.39204296029104
2024-01-30,255.3917626064426
2024-01-31,255.391951884175
2024-02-01,255.39182409545307
2024-02-02,255.39191037056452
2024-02-05,255.39185212289806
2024-02-06,255.3918914481518
2024-02-07,255.39186489815117
2024-02-08,255.39188282308405
2024-02-09,255.3918707212682
2024-02-12,255.3918788916724
2024-02-13,255.39187337551635
2024-02-14,255.39187709968678
2024-02-15,255.3918745853552
2024-02-16,255.39187628287775
2024-02-20,255.39187513681458
2024-02-21,255.39187591056617
2024-02-22,255.39187538817652
2024-02-23,255.391875740862
2024-02-26,255.3918755027504
2024-02-27,255.39187566350876
2024-02-28,255.39187555497458
2024-02-29,255.3918756282502
2024-03-01,255.39187557877898
2024-03-04,255.39187561217892
2024-03-05,255.39187558962934
2024-03-06,255.39187560485342
2024-03-07,255.39187559457505
2024-03-08,255.39187560151439
2024-03-11,255.39187559682938
2024-03-12,255.3918755999924
2024-03-13,255.3918755978569
2024-03-14,255.39187559929866
2024-03-15,255.39187559832527
2024-03-18,255.39187559898244
2024-03-19,255.39187559853875
2024-03-20,255.39187559883828
2024-03-21,255.39187559863606
2024-03-22,255.3918755987726
2024-03-25,255.39187559868043
2024-03-26,255.39187559874267
2024-03-27,255.39187559870066
2024-03-28,255.39187559872903
2024-04-01,255.39187559870987
2024-04-02,255.3918755987228
2024-04-03,255.39187559871408
2024-04-04,255.39187559871996
2024-04-05,255.39187559871598
2024-04-08,255.39187559871868
2024-04-09,255.39187559871687
2024-04-10,255.3918755987181
2024-04-11,255.39187559871726
2024-04-12,255.39187559871783
2024-04-15,255.39187559871746
2024-04-16,255.39187559871772
2024-04-17,255.39187559871755
2024-04-18,255.39187559871766
2024-04-19,255.39187559871758
2024-04-22,255.39187559871763
2024-04-23,255.3918755987176
2024-04-24,255.39187559871763
2024-04-25,255.3918755987176
2024-04-26,255.3918755987176
2024-04-29,255.3918755987176
2024-04-30,255.3918755987176
2024-05-01,255.3918755987176
2024-05-02,255.3918755987176
2024-05-03,255.3918755987176
2024-05-06,255.3918755987176
2024-05-07,255.3918755987176
2024-05-08,255.3918755987176
2024-05-09,255.3918755987176
2024-05-10,255.3918755987176
2024-05-13,255.3918755987176
2024-05-14,255.3918755987176
2024-05-15,255.3918755987176
2024-05-16,255.3918755987176
2024-05-17,255.3918755987176
2024-05-20,255.3918755987176
2024-05-21,255.3918755987176
2024-05-22,255.3918755987176
2024-05-23,255.3918755987176
2024-05-24,255.3918755987176
2024-05-28,255.3918755987176
2024-05-29,255.3918755987176
2024-05-30,255.3918755987176
2024-05-31,255.3918755987176
2024-06-03,255.3918755987176
2024-06-04,255.3918755987176
2024-06-05,255.3918755987176
2024-06-06,255.3918755987176
2024-06-07,255.3918755987176
2024-06-10,255.3918755987176
2024-06-11,255.3918755987176
2024-06-12,255.3918755987176
2024-06-13,255.3918755987176
2024-06-14,255.3918755987176
2024-06-17,255.3918755987176
2024-06-18,255.3918755987176
2024-06-20,255.3918755987176
2024-06-21,255.3918755987176
2024-06-24,255.3918755987176
2024-06-25,255.3918755987176
2024-06-26,255.3918755987176
2024-06-27,255.3918755987176
2024-06-28,255.3918755987176
2024-07-01,255.3918755987176
2024-07-02,255.3918755987176
2024-07-03,255.3918755987176
2024-07-05,255.3918755987176
2024-07-08,255.3918755987176
2024-07-09,255.3918755987176
2024-07-10,255.3918755987176
2024-07-11,255.3918755987176
2024-07-12,255.3918755987176
2024-07-15,255.3918755987176
2024-07-16,255.3918755987176
2024-07-17,255.3918755987176
2024-07-18,255.3918755987176
2024-07-19,255.3918755987176
2024-07-22,255.3918755987176
2024-07-23,255.3918755987176
2024-07-24,255.3918755987176
2024-07-25,255.3918755987176
2024-07-26,255.3918755987176
