Date,forecast
2024-07-29,255.3918755987176
2024-07-30,255.3918755987176
2024-07-31,255.3918755987176
2024-08-01,255.3918755987176
2024-08-02,255.3918755987176
2024-08-05,255.3918755987176
2024-08-06,255.3918755987176
2024-08-07,255.3918755987176
2024-08-08,255.3918755987176
2024-08-09,255.3918755987176
2024-08-12,255.3918755987176
2024-08-13,255.3918755987176
2024-08-14,255.3918755987176
2024-08-15,255.3918755987176
2024-08-16,255.3918755987176
2024-08-19,255.3918755987176
2024-08-20,255.3918755987176
2024-08-21,255.3918755987176
2024-08-22,255.3918755987176
2024-08-23,255.3918755987176
2024-08-26,255.3918755987176
2024-08-27,255.3918755987176
2024-08-28,255.3918755987176
2024-08-29,255.3918755987176
2024-08-30,255.3918755987176
2024-09-03,255.3918755987176
2024-09-04,255.3918755987176
2024-09-05,255.3918755987176
2024-09-06,255.3918755987176
2024-09-09,255.3918755987176
2024-09-10,255.3918755987176
2024-09-11,255.3918755987176
2024-09-12,255.3918755987176
2024-09-13,255.3918755987176
2024-09-16,255.3918755987176
2024-09-17,255.3918755987176
2024-09-18,255.3918755987176
2024-09-19,255.3918755987176
2024-09-20,255.3918755987176
2024-09-23,255.3918755987176
2024-09-24,255.3918755987176
2024-09-25,255.3918755987176
2024-09-26,255.3918755987176
2024-09-27,255.3918755987176
2024-09-30,255.3918755987176
2024-10-01,255.3918755987176
2024-10-02,255.3918755987176
2024-10-03,255.3918755987176
2024-10-04,255.3918755987176
2024-10-07,255.3918755987176
2024-10-08,255.3918755987176
2024-10-09,255.3918755987176
2024-10-10,255.3918755987176
2024-10-11,255.3918755987176
2024-10-14,255.3918755987176
2024-10-15,255.3918755987176
2024-10-16,255.3918755987176
2024-10-17,255.3918755987176
2024-10-18,255.3918755987176
2024-10-21,255.3918755987176
2024-10-22,255.3918755987176
2024-10-23,255.3918755987176
2024-10-24,255.3918755987176
2024-10-25,255.3918755987176
2024-10-28,255.3918755987176
2024-10-29,255.3918755987176
2024-10-30,255.3918755987176
2024-10-31,255.3918755987176
2024-11-01,255.3918755987176
2024-11-04,255.3918755987176
2024-11-05,255.3918755987176
2024-11-06,255.3918755987176
2024-11-07,255.3918755987176
2024-11-08,255.3918755987176
2024-11-11,255.3918755987176
2024-11-12,255.3918755987176
2024-11-13,255.3918755987176
2024-11-14,255.3918755987176
2024-11-15,255.3918755987176
2024-11-18,255.3918755987176
2024-11-19,255.3918755987176
2024-11-20,255.3918755987176
2024-11-21,255.3918755987176
2024-11-22,255.3918755987176
2024-11-25,255.3918755987176
2024-11-26,255.3918755987176
2024-11-27,255.3918755987176
2024-11-29,255.3918755987176
2024-12-02,255.3918755987176
2024-12-03,255.3918755987176
2024-12-04,255.3918755987176
2024-12-05,255.3918755987176
2024-12-06,255.3918755987176
2024-12-09,255.3918755987176
2024-12-10,255.3918755987176
2024-12-11,255.3918755987176
2024-12-12,255.3918755987176
2024-12-13,255.3918755987176
2024-12-16,255.3918755987176
2024-12-17,255.3918755987176
2024-12-18,255.3918755987176
2024-12-19,255.3918755987176
2024-12-20,255.3918755987176
2024-12-23,255.3918755987176
2024-12-24,255.3918755987176
2024-12-26,255.3918755987176
2024-12-27,255.3918755987176
2024-12-30,255.3918755987176
2024-12-31,255.3918755987176
2025-01-02,255.3918755987176
2025-01-03,255.3918755987176
2025-01-06,255.3918755987176
2025-01-07,255.3918755987176
2025-01-08,255.3918755987176
2025-01-10,255.3918755987176
2025-01-13,255.3918755987176
2025-01-14,255.3918755987176
2025-01-15,255.3918755987176
2025-01-16,255.3918755987176
2025-01-17,255.3918755987176
2025-01-21,255.3918755987176
2025-01-22,255.3918755987176
2025-01-23,255.3918755987176
2025-01-24,255.3918755987176
2025-01-27,255.3918755987176
2025-01-28,255.3918755987176
2025-01-29,255.3918755987176
2025-01-30,255.3918755987176
2025-01-31,255.3918755987176
2025-02-03,255.3918755987176
2025-02-04,255.3918755987176
2025-02-05,255.3918755987176
2025-02-06,255.3918755987176
2025-02-07,255.3918755987176
2025-02-10,255.3918755987176
2025-02-11,255.3918755987176
2025-02-12,255.3918755987176
2025-02-13,255.3918755987176
2025-02-14,255.3918755987176
2025-02-18,255.3918755987176
2025-02-19,255.3918755987176
2025-02-20,255.3918755987176
2025-02-21,255.3918755987176
2025-02-24,255.3918755987176
2025-02-25,255.3918755987176
2025-02-26,255.3918755987176
2025-02-27,255.3918755987176
2025-02-28,255.3918755987176
2025-03-03,255.3918755987176
2025-03-04,255.3918755987176
2025-03-05,255.3918755987176
2025-03-06,255.3918755987176
2025-03-07,255.3918755987176
2025-03-10,255.3918755987176
2025-03-11,255.3918755987176
2025-03-12,255.3918755987176
2025-03-13,255.3918755987176
2025-03-14,255.3918755987176
2025-03-17,255.3918755987176
2025-03-18,255.3918755987176
2025-03-19,255.3918755987176
2025-03-20,255.3918755987176
2025-03-21,255.3918755987176
2025-03-24,255.3918755987176
2025-03-25,255.3918755987176
2025-03-26,255.3918755987176
2025-03-27,255.3918755987176
2025-03-28,255.3918755987176
2025-03-31,255.3918755987176
2025-04-01,255.3918755987176
2025-04-02,255.3918755987176
2025-04-03,255.3918755987176
2025-04-04,255.3918755987176
2025-04-07,255.3918755987176
2025-04-08,255.3918755987176
2025-04-09,255.3918755987176
2025-04-10,255.3918755987176
2025-04-11,255.3918755987176
2025-04-14,255.3918755987176
2025-04-15,255.3918755987176
2025-04-16,255.3918755987176
2025-04-17,255.3918755987176
2025-04-21,255.3918755987176
2025-04-22,255.3918755987176
2025-04-23,255.3918755987176
2025-04-24,255.3918755987176
2025-04-25,255.3918755987176
2025-04-28,255.3918755987176
2025-04-29,255.3918755987176
2025-04-30,255.3918755987176
2025-05-01,255.3918755987176
2025-05-02,255.3918755987176
2025-05-05,255.3918755987176
2025-05-06,255.3918755987176
2025-05-07,255.3918755987176
2025-05-08,255.3918755987176
2025-05-09,255.3918755987176
2025-05-12,255.3918755987176
2025-05-13,255.3918755987176
2025-05-14,255.3918755987176
2025-05-15,255.3918755987176
2025-05-16,255.3918755987176
2025-05-19,255.3918755987176
2025-05-20,255.3918755987176
2025-05-21,255.3918755987176
2025-05-22,255.3918755987176
2025-05-23,255.3918755987176
2025-05-27,255.3918755987176
2025-05-28,255.3918755987176
2025-05-29,255.3918755987176
2025-05-30,255.3918755987176
2025-06-02,255.3918755987176
2025-06-03,255.3918755987176
2025-06-04,255.3918755987176
2025-06-05,255.3918755987176
2025-06-06,255.3918755987176
2025-06-09,255.3918755987176
2025-06-10,255.3918755987176
2025-06-11,255.3918755987176
2025-06-12,255.3918755987176
2025-06-13,255.3918755987176
2025-06-16,255.3918755987176
2025-06-17,255.3918755987176
2025-06-18,255.3918755987176
2025-06-20,255.3918755987176
2025-06-23,255.3918755987176
2025-06-24,255.3918755987176
2025-06-25,255.3918755987176
2025-06-26,255.3918755987176
2025-06-27,255.3918755987176
2025-06-30,255.3918755987176
2025-07-01,255.3918755987176
2025-07-02,255.3918755987176
2025-07-03,255.3918755987176
2025-07-07,255.3918755987176
2025-07-08,255.3918755987176
2025-07-09,255.3918755987176
2025-07-10,255.3918755987176
2025-07-11,255.3918755987176
2025-07-14,255.3918755987176
2025-07-15,255.3918755987176
2025-07-16,255.3918755987176
2025-07-17,255.3918755987176
2025-07-18,255.3918755987176
2025-07-21,255.3918755987176
2025-07-22,255.3918755987176
2025-07-23,255.3918755987176
2025-07-24,255.3918755987176
2025-07-25,255.3918755987176
2025-07-28,255.3918755987176
2025-07-29,255.3918755987176
2025-07-30,255.3918755987176
